Data Source ID,Data Source Name,Data Source Event,Tactic ID,Tactic Name,Technique ID,Technique Name,Detection
DS0017,Command, Command Execution,TA0005,defense-evasion,T1562.003,Impair Command History Logging,"Correlating a user session with a distinct lack of new commands in their <code>.bash_history</code> can be a clue to suspicious behavior. Additionally, users checking or changing their <code>HISTCONTROL</code>, <code>HISTFILE</code>, or <code>HISTFILESIZE</code> environment variables may be suspicious.

Monitor for modification of PowerShell command history settings through processes being created with <code>-HistorySaveStyle SaveNothing</code> command-line arguments and use of the PowerShell commands <code>Set-PSReadlineOption -HistorySaveStyle SaveNothing</code> and <code>Set-PSReadLineOption -HistorySavePath {File Path}</code>. Further, [Network Device CLI](https://attack.mitre.org/techniques/T1059/008) commands may also be used to clear or disable historical log data with built-in features native to the network device platform.  Monitor such command activity for unexpected or unauthorized use of commands being run by non-standard users from non-standard locations."
DS0024,Windows Registry, Windows Registry Key Creation,TA0006,credential-access,T1556.008,Network Provider DLL,
DS0024,Windows Registry, Windows Registry Key Modification,TA0006,credential-access,T1556.008,Network Provider DLL,
DS0009,Process, OS API Execution,TA0006,credential-access,T1556.008,Network Provider DLL,
DS0022,File, File Creation,TA0006,credential-access,T1556.008,Network Provider DLL,
DS0024,Windows Registry, Windows Registry Key Creation,TA0005,defense-evasion,T1556.008,Network Provider DLL,
DS0024,Windows Registry, Windows Registry Key Modification,TA0005,defense-evasion,T1556.008,Network Provider DLL,
DS0009,Process, OS API Execution,TA0005,defense-evasion,T1556.008,Network Provider DLL,
DS0022,File, File Creation,TA0005,defense-evasion,T1556.008,Network Provider DLL,
DS0024,Windows Registry, Windows Registry Key Creation,TA0003,persistence,T1556.008,Network Provider DLL,
DS0024,Windows Registry, Windows Registry Key Modification,TA0003,persistence,T1556.008,Network Provider DLL,
DS0009,Process, OS API Execution,TA0003,persistence,T1556.008,Network Provider DLL,
DS0022,File, File Creation,TA0003,persistence,T1556.008,Network Provider DLL,
DS0022,File, File Creation,TA0004,privilege-escalation,T1546.003,Windows Management Instrumentation Event Subscription,"Monitor WMI event subscription entries, comparing current WMI event subscriptions to known good subscriptions for each host. Tools such as Sysinternals Autoruns may also be used to detect WMI changes that could be attempts at persistence.(Citation: TechNet Autoruns)(Citation: Medium Detecting WMI Persistence) Monitor for the creation of new WMI <code>EventFilter</code>, <code>EventConsumer</code>, and <code>FilterToConsumerBinding</code> events. Event ID 5861 is logged on Windows 10 systems when new <code>EventFilterToConsumerBinding</code> events are created.(Citation: Elastic - Hunting for Persistence Part 1)

Monitor processes and command-line arguments that can be used to register WMI persistence, such as the <code> Register-WmiEvent</code> [PowerShell](https://attack.mitre.org/techniques/T1059/001) cmdlet, as well as those that result from the execution of subscriptions (i.e. spawning from the WmiPrvSe.exe WMI Provider Host process).(Citation: Microsoft Register-WmiEvent)"
DS0009,Process, Process Creation,TA0004,privilege-escalation,T1546.003,Windows Management Instrumentation Event Subscription,"Monitor WMI event subscription entries, comparing current WMI event subscriptions to known good subscriptions for each host. Tools such as Sysinternals Autoruns may also be used to detect WMI changes that could be attempts at persistence.(Citation: TechNet Autoruns)(Citation: Medium Detecting WMI Persistence) Monitor for the creation of new WMI <code>EventFilter</code>, <code>EventConsumer</code>, and <code>FilterToConsumerBinding</code> events. Event ID 5861 is logged on Windows 10 systems when new <code>EventFilterToConsumerBinding</code> events are created.(Citation: Elastic - Hunting for Persistence Part 1)

Monitor processes and command-line arguments that can be used to register WMI persistence, such as the <code> Register-WmiEvent</code> [PowerShell](https://attack.mitre.org/techniques/T1059/001) cmdlet, as well as those that result from the execution of subscriptions (i.e. spawning from the WmiPrvSe.exe WMI Provider Host process).(Citation: Microsoft Register-WmiEvent)"
